frame,time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean
0,0.0,0.0004799999878741801,-2.300000051036477e-05,0.7965530157089233,0.30355899984916224,0.6186674373417065
1,0.02,0.0004338000144343823,9.220000356435776e-05,0.7965487837791443,0.3082612793699935,0.5814897144406006
2,0.04,0.0003834000090137124,0.00019740000425372273,0.7965468168258667,0.31256305325198275,0.4699568345757394
3,0.06,0.0003245999978389591,0.0002825999981723726,0.7965492010116577,0.3161164264291011,0.35468875758092977
4,0.08,0.00025099999038502574,0.0003589999978430569,0.7965496182441711,0.319417391486209,0.2973328200008335
5,0.1,0.00016999999934341758,0.0004309999931138009,0.7965490221977234,0.32244796922494623,0.24597002572283663
6,0.12,7.580000237794593e-05,0.0004916000179946423,0.7965465784072876,0.32492559811036137,0.20718592199785957
7,0.14,-1.8999999156221747e-05,0.0005493999924510717,0.7965447902679443,0.3272613066666085,0.18767728682222037
8,0.16,-0.00011500000255182385,0.0006015999824739993,0.7965441942214966,0.3293132093446008,0.16868308154416495
9,0.18,-0.0002057999954558909,0.0006510000093840063,0.7965443730354309,0.3310930440523501,0.1606897945547926
10,0.2,-0.00029399999766610563,0.0006990000256337225,0.7965450286865234,0.3327368578777231,0.15808447623818084
11,0.22,-0.0003701999958138913,0.0007452000281773508,0.7965468168258667,0.33350922666682764,0.1741903076141045
12,0.24,-0.0004419999895617366,0.0007904000231064856,0.7965477705001831,0.33426927304666104,0.1646450698889535
13,0.26,-0.0005050000036135316,0.0008336000028066337,0.7965471744537354,0.3351033215956955,0.15933356491913056
14,0.28,-0.0005555999814532697,0.0008699999889358878,0.7965441942214966,0.33587263442439447,0.15864802839170242
15,0.3,-0.0006000000284984708,0.0009030000073835254,0.7965400218963623,0.3371350711596937,0.1611578955861001
16,0.32,-0.000623999978415668,0.0009204000234603882,0.7965334057807922,0.33816054720303107,0.16552972170556413
17,0.34,-0.0006417999975383282,0.0009319999953731894,0.7965266108512878,0.3390948499295989,0.1685436770063022
18,0.36,-0.0006471999804489315,0.0009319999953731894,0.79651939868927,0.33984677710345595,0.17514377543381576
19,0.38,-0.0006438000127673149,0.0009180000051856041,0.7965109944343567,0.34044526165736644,0.18052902503003335
20,0.4,-0.0006360000115819275,0.0008970000199042261,0.7965019941329956,0.3409670326409155,0.18125593604455734
21,0.42,-0.000623399973846972,0.0008627999923191965,0.7964935898780823,0.34132726154097454,0.1548928583747354
22,0.44,-0.0006066000205464661,0.0008249999955296516,0.7964866161346436,0.3415841496116,0.07890986163040688
23,0.46,-0.0005814000032842159,0.0007800000021234155,0.7964823842048645,0.3416343666492672,0.08240476623177528
24,0.48,-0.0005674000130966306,0.0007177999941632152,0.7964702248573303,0.34272168243980305,0.16386047082728353
