frame,time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean
0,0.0,-1.2000000424450263e-05,-8.900000102585182e-05,0.7953780293464661,0.27888189147202425,1.0135092087539619
1,0.02,0.0001235999952768907,-0.00027019999106414616,0.7954391837120056,0.2830520516395938,0.9438474029944889
2,0.04,0.0002998000127263367,-0.0004847999953199178,0.7954862117767334,0.2891689892597336,0.7544222404730732
3,0.06,0.0005571999936364591,-0.0007662000134587288,0.7955048084259033,0.29385369948657425,0.5703420445708365
4,0.08,0.0008442000253126025,-0.0010647999588400126,0.7955026030540466,0.2976278699854196,0.4678640102903391
5,0.1,0.001145999995060265,-0.0013719999697059393,0.795490026473999,0.30088852157671775,0.38000029229141513
6,0.12,0.0014718000311404467,-0.0016935999738052487,0.7954683899879456,0.3030370777665541,0.32073226429778956
7,0.14,0.0017999999690800905,-0.002017199993133545,0.7954463958740234,0.30494753298237276,0.29456372856130375
8,0.16,0.0021329999435693026,-0.0023447999265044928,0.7954236268997192,0.3063818044791897,0.27038136363864457
9,0.18,0.002463999902829528,-0.0026755998842418194,0.7954000234603882,0.3074991477629298,0.26011923939423187
10,0.2,0.0027940000873059034,-0.003008000086992979,0.7953760027885437,0.308458030930367,0.25381905309342107
11,0.22,0.003117399988695979,-0.003340400056913495,0.7953507900238037,0.3091440825112935,0.24814710265089726
12,0.24,0.0034372000955045223,-0.0036720000207424164,0.7953253984451294,0.3097673225425312,0.24426926296718163
13,0.26,0.0037497999146580696,-0.004002000205218792,0.7952995896339417,0.31140387707775263,0.23961053745307284
14,0.28,0.004054800141602755,-0.004327599890530109,0.795272171497345,0.31331845889157006,0.2365718217213349
15,0.3,0.004356000106781721,-0.004650999791920185,0.7952439785003662,0.31516610831423697,0.23269243011700697
16,0.32,0.004650000017136335,-0.004965399857610464,0.7952163815498352,0.31686189364047784,0.2287151064434699
17,0.34,0.004941000137478113,-0.005276199895888567,0.7951892018318176,0.31851511948003336,0.22538242424870358
18,0.36,0.005226000212132931,-0.005579799879342318,0.7951627969741821,0.32008323099078806,0.2200394256104683
19,0.38,0.005502600222826004,-0.005875399801880121,0.7951375842094421,0.3217403701956159,0.21535725951002077
20,0.4,0.0057749999687075615,-0.006167000159621239,0.7951130270957947,0.32356648254689985,0.20787242893129587
