frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_x,root_target_y,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,0.012982446736132183,-0.0026946827206643584,0.782539297756502,0.01118448237958333,-0.004416869479615158,-0.06358302831855107,0.27888189147202425,0.04062935376795728,0.3365013080720649,0.18226406578101917,0.27888189147202425,0.0,0.0,0.7953780293464661,0.01810341871406333,0.0039939289551343335,8,False
1,0.03333333333333333,0.24000000000000013,0.014602707195710366,-0.003025663727655412,0.7823079599929519,0.011491078757141837,-0.004817928507744841,-0.06342083911685094,0.2830520516395938,0.056627854902059266,0.3533112778066583,0.24262292080234465,0.2830520516395938,0.0,0.0,0.7954391837120056,0.01952815924606517,0.0011712099247407493,8,False
2,0.06666666666666667,0.2600000000000001,0.016121901499024868,-0.003330409850398261,0.7821159470971562,0.011836861781804863,-0.005631749617443886,-0.0631090579324613,0.2891689892597336,0.06968403121968726,0.3681389091814624,0.31255655100519564,0.2891689892597336,0.0,0.0,0.7954862117767334,0.020885344556907957,0.0042313397791681655,8,False
3,0.1,0.28000000000000014,0.017511267810367485,-0.003604017310308951,0.7819416229521037,0.012190821742041284,-0.006667539669006368,-0.06268161241147237,0.29385369948657425,0.07725096460349407,0.3822520302489676,0.3485919589140423,0.29385369948657425,0.0,0.0,0.7955048084259033,0.022141309958190213,0.006599616678230743,8,False
4,0.13333333333333333,0.30000000000000016,0.018784951054065312,-0.003854004355254144,0.7817834391849615,0.012542318285254183,-0.007810836094062962,-0.062193715526260164,0.2976278699854196,0.08145202263814463,0.39423295933355385,0.3603957015930065,0.2976278699854196,0.0,0.0,0.7955026030540466,0.02329866135287706,0.008235661702898451,8,False
5,0.16666666666666666,0.3200000000000002,0.019966034630276772,-0.004089905876110322,0.7816382997074608,0.012889616233457777,-0.008980094560317172,-0.061671192315696934,0.30088852157671775,0.08377053871354644,0.4037691957129734,0.3716573632095368,0.30088852157671775,0.0,0.0,0.795490026473999,0.024378214427489338,0.009517193796223742,8,False
6,0.2,0.3400000000000002,0.021080585295461945,-0.004320878007911325,0.7815012794047143,0.013229044359882168,-0.010036584246724815,-0.06115003935475092,0.3030370777665541,0.08390486783488078,0.4110146631011766,0.36863182525767413,0.3030370777665541,0.0,0.0,0.7954683899879456,0.02540072223711102,0.010127165929248278,8,False
7,0.23333333333333334,0.3600000000000002,0.022145346348424244,-0.004552517127037347,0.7813694207239676,0.013559011279454388,-0.01095741081402112,-0.06064118017700875,0.30494753298237276,0.08364947967279036,0.41574733562816135,0.3607347797584828,0.30494753298237276,0.0,0.0,0.7954463958740234,0.026386799933987206,0.010679379386274085,8,False
8,0.26666666666666666,0.3800000000000002,0.023174874788472077,-0.004787500447738486,0.7812410711379234,0.013877356980251372,-0.011692037380772034,-0.060160078108244745,0.3063818044791897,0.08308682436295897,0.418209267986847,0.3473169492963732,0.3063818044791897,0.0,0.0,0.7954236268997192,0.02734781172377121,0.011028705288796032,8,False
9,0.3,0.40000000000000024,0.02417955062281041,-0.005026449072857249,0.7811152009997078,0.014183752040575209,-0.012217453300680732,-0.0597161390101099,0.3074991477629298,0.082275741091166,0.4185668378201264,0.33257402810438885,0.3074991477629298,0.0,0.0,0.7954000234603882,0.02829248690835264,0.0113079350023213,8,False
10,0.3333333333333333,0.42000000000000026,0.02516552634282515,-0.00526845034267575,0.7809911466202449,0.0144790350287079,-0.012535813284285963,-0.059308873602048756,0.308458030930367,0.08133263663544558,0.41704384128810856,0.31713715147142146,0.308458030930367,0.0,0.0,0.7953760027885437,0.029226250161734267,0.01165646449677566,8,False
